drugbank_id,drug_name,target_id,target_name,actions,known_action,organism,gene_name,uniprot_id
DB00321,Amitriptyline,BE0001039,High affinity nerve growth factor receptor,"agonist, activator",unknown,Humans,NTRK1,P04629
DB00321,Amitriptyline,BE0003605,BDNF/NT-3 growth factors receptor,agonist,unknown,Humans,NTRK2,Q16620
DB00321,Amitriptyline,BE0000501,Alpha-1A adrenergic receptor,"antagonist, inhibitor",no,Humans,ADRA1A,P35348
DB00321,Amitriptyline,BE0000715,Alpha-1D adrenergic receptor,antagonist,no,Humans,ADRA1D,P25100
DB00321,Amitriptyline,BE0000289,Alpha-2A adrenergic receptor,"antagonist, agonist",no,Humans,ADRA2A,P08913
DB00321,Amitriptyline,BE0000442,Histamine H1 receptor,antagonist,no,Humans,HRH1,P35367
DB00321,Amitriptyline,BE0000897,Potassium voltage-gated channel subfamily KQT member 2,inhibitor,no,Humans,KCNQ2,O43526
DB00321,Amitriptyline,BE0000781,Potassium voltage-gated channel subfamily A member 1,inhibitor,no,Humans,KCNA1,Q09470
DB00321,Amitriptyline,BE0000112,Histamine H2 receptor,blocker,unknown,Humans,HRH2,P25021
DB00321,Amitriptyline,BE0000146,Histamine H4 receptor,binder,unknown,Humans,HRH4,Q9H3N8
DB00321,Amitriptyline,BE0000156,Sigma non-opioid intracellular receptor 1,agonist,unknown,Humans,SIGMAR1,Q99720
DB00321,Amitriptyline,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,unknown,Humans,HTR2C,P28335
DB00321,Amitriptyline,BE0000575,Alpha-1B adrenergic receptor,antagonist,unknown,Humans,ADRA1B,P35368
DB00321,Amitriptyline,BE0000650,5-hydroxytryptamine receptor 7,antagonist,unknown,Humans,HTR7,P34969
DB00321,Amitriptyline,BE0000659,5-hydroxytryptamine receptor 1D,binder,unknown,Humans,HTR1D,P28221
DB00321,Amitriptyline,BE0000770,Mu-type opioid receptor,binder,unknown,Humans,OPRM1,P35372
DB00321,Amitriptyline,BE0000797,5-hydroxytryptamine receptor 1B,binder,unknown,Humans,HTR1B,P28222
DB00321,Amitriptyline,BE0000945,5-hydroxytryptamine receptor 6,antagonist,unknown,Humans,HTR6,P50406
DB00321,Amitriptyline,BE0002398,Potassium voltage-gated channel subfamily KQT member 3,inhibitor,unknown,Humans,KCNQ3,O43525
DB00321,Amitriptyline,BE0004882,5-hydroxytryptamine receptor 2C,antagonist,unknown,Rat,Htr2c,P08909
DB00321,Amitriptyline,BE0004890,Muscarinic acetylcholine receptor,ligand,unknown,Humans,CHRM1,P11229
DB00321,Amitriptyline,BE0009629,HERG human cardiac K+ channel,blocker,unknown,Humans,KCNH2,Q12809
DB00322,Floxuridine,BE0000324,Thymidylate synthase,inhibitor,yes,Humans,TYMS,P04818
DB00322,Floxuridine,BE0000021,Thymidylate synthase,inhibitor,unknown,Yeast,TMP1,P12461
DB00323,Tolcapone,BE0002089,Catechol O-methyltransferase,inhibitor,yes,Humans,COMT,P21964
DB00324,Fluorometholone,BE0000794,Glucocorticoid receptor,agonist,yes,Humans,NR3C1,P04150
DB00325,Nitroprusside,BE0000556,Atrial natriuretic peptide receptor 1,agonist,yes,Humans,NPR1,P16066
DB00325,Nitroprusside,BE0010029,Guanylate cyclase soluble subunit beta-1,modulator,unknown,Humans,GUCY1B1,Q02153
DB00325,Nitroprusside,BE0009594,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",antagonist,unknown,Humans,ITPR2,Q14571
DB00325,Nitroprusside,BE0009595,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3",antagonist,unknown,Humans,ITPR3,Q14573
