drugbank_id,drug_name,enzyme_id,enzyme_name,actions,inhibition_strength,induction_strength,organism,gene_name,uniprot_id
DB00182,Amphetamine,BE0003336,Cytochrome P450 2A6,inhibitor,weak,,Humans,CYP2A6,P11509
DB00182,Amphetamine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00183,Pentagastrin,BE0002180,Cholinesterase,inducer,,unknown,Humans,BCHE,P06276
DB00184,Nicotine,,Cytochrome P450 2A6,,,,,,
DB00184,Nicotine,,Cytochrome P450 2B6,,,,,,
DB00184,Nicotine,,UDP-glucuronosyltransferase 1A4,,,,,,
DB00184,Nicotine,,UDP-glucuronosyltransferase 1A9,,,,,,
DB00184,Nicotine,,Flavin-containing monooxygenase 3,,,,,,
DB00184,Nicotine,,Cytochrome P450 2A6,,,,,,
DB00184,Nicotine,,Cytochrome P450 2B6,,,,,,
DB00184,Nicotine,,Cytochrome P450 3A4,,,,,,
DB00184,Nicotine,,Cytochrome P450 2A6,,,,,,
DB00184,Nicotine,,Aldehyde oxidase,,,,,,
DB00184,Nicotine,,Cytochrome P450 2A6,,,,,,
DB00184,Nicotine,,Flavin-containing monooxygenase 3,,,,,,
DB00184,Nicotine,,UDP-glucuronosyltransferase 1A4,,,,,,
DB00184,Nicotine,,UDP-glucuronosyltransferase 1A9,,,,,,
DB00184,Nicotine,BE0003543,Cytochrome P450 1A1,"substrate, inducer",,unknown,Humans,CYP1A1,P04798
DB00184,Nicotine,BE0002433,Cytochrome P450 1A2,"substrate, inducer",,unknown,Humans,CYP1A2,P05177
DB00184,Nicotine,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00184,Nicotine,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00184,Nicotine,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00184,Nicotine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00184,Nicotine,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00184,Nicotine,BE0002198,Amine oxidase [flavin-containing] A,inhibitor,unknown,,Humans,MAOA,P21397
DB00184,Nicotine,BE0002196,Amine oxidase [flavin-containing] B,inhibitor,unknown,,Humans,MAOB,P27338
DB00184,Nicotine,BE0003336,Cytochrome P450 2A6,"substrate, inhibitor",unknown,,Humans,CYP2A6,P11509
DB00184,Nicotine,BE0003533,Cytochrome P450 2E1,"substrate, inhibitor, inducer",unknown,unknown,Humans,CYP2E1,P05181
DB00184,Nicotine,BE0003534,Cytochrome P450 2A13,substrate,,,Humans,CYP2A13,Q16696
DB00184,Nicotine,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00185,Cevimeline,,Cytochrome P450 3A4,,,,,,
DB00185,Cevimeline,,Cytochrome P450 2D6,,,,,,
DB00185,Cevimeline,,Cytochrome P450 3A4,,,,,,
DB00185,Cevimeline,,Cytochrome P450 2D6,,,,,,
DB00185,Cevimeline,,Flavin-containing monooxygenase 1,,,,,,
DB00185,Cevimeline,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00185,Cevimeline,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00185,Cevimeline,BE0003609,Flavin-containing monooxygenase 1,substrate,,,Humans,FMO1,Q01740
DB00186,Lorazepam,BE0004696,UDP-glucuronosyltransferase 2B15,substrate,,,Humans,UGT2B15,P54855
DB00187,Esmolol,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00188,Bortezomib,,Cytochrome P450 2C9,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2C19,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2D6,,,,,,
DB00188,Bortezomib,,Cytochrome P450 3A4,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2C9,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2C19,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2D6,,,,,,
DB00188,Bortezomib,,Cytochrome P450 3A4,,,,,,
DB00188,Bortezomib,,Cytochrome P450 3A4,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2C19,,,,,,
DB00188,Bortezomib,,Cytochrome P450 1A2,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2D6,,,,,,
DB00188,Bortezomib,,Cytochrome P450 3A4,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2C19,,,,,,
DB00188,Bortezomib,,Cytochrome P450 1A2,,,,,,
DB00188,Bortezomib,,Cytochrome P450 2D6,,,,,,
DB00188,Bortezomib,,Cytochrome P450 3A4,,,,,,
DB00188,Bortezomib,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00188,Bortezomib,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB00188,Bortezomib,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00188,Bortezomib,BE0002433,Cytochrome P450 1A2,"substrate, inhibitor",unknown,,Humans,CYP1A2,P05177
DB00188,Bortezomib,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor",unknown,,Humans,CYP2C9,P11712
DB00191,Phentermine,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00193,Tramadol,,Cytochrome P450 2D6,,,,,,
DB00193,Tramadol,,Cytochrome P450 3A4,,,,,,
DB00193,Tramadol,,Cytochrome P450 2B6,,,,,,
DB00193,Tramadol,,UDP-glucuronosyltransferase 2B7,,,,,,
DB00193,Tramadol,,UDP-glucuronosyltransferase 1A8,,,,,,
DB00193,Tramadol,,Cytochrome P450 2D6,,,,,,
DB00193,Tramadol,,Cytochrome P450 2D6,,,,,,
DB00193,Tramadol,,Cytochrome P450 3A4,,,,,,
DB00193,Tramadol,,Cytochrome P450 2B6,,,,,,
DB00193,Tramadol,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00193,Tramadol,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00193,Tramadol,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00193,Tramadol,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00194,Vidarabine,BE0002214,Adenosine deaminase,substrate,,,Humans,ADA,P00813
DB00195,Betaxolol,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00195,Betaxolol,BE0002433,Cytochrome P450 1A2,substrate,,,Humans,CYP1A2,P05177
DB00196,Fluconazole,,UDP-glucuronosyltransferase 2B7,,,,,,
DB00196,Fluconazole,,Cytochrome P450 3A4,,,,,,
DB00196,Fluconazole,BE0002362,Cytochrome P450 3A5,inhibitor,weak,,Humans,CYP3A5,P20815
DB00196,Fluconazole,BE0002638,Cytochrome P450 3A4,inhibitor,moderate,,Humans,CYP3A4,P08684
DB00196,Fluconazole,BE0002793,Cytochrome P450 2C9,inhibitor,strong,,Humans,CYP2C9,P11712
DB00196,Fluconazole,BE0003536,Cytochrome P450 2C19,inhibitor,unknown,,Humans,CYP2C19,P33261
DB00197,Troglitazone,BE0002090,Aromatase,inhibitor,unknown,,Humans,CYP19A1,P11511
DB00197,Troglitazone,BE0003543,Cytochrome P450 1A1,inducer,,unknown,Humans,CYP1A1,P04798
DB00197,Troglitazone,BE0003549,Cytochrome P450 2B6,inducer,,unknown,Humans,CYP2B6,P20813
DB00197,Troglitazone,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor",moderate,,Humans,CYP2C9,P11712
DB00197,Troglitazone,BE0002362,Cytochrome P450 3A5,inhibitor,unknown,,Humans,CYP3A5,P20815
DB00197,Troglitazone,BE0003612,Cytochrome P450 3A7,inhibitor,unknown,,Humans,CYP3A7,P24462
DB00197,Troglitazone,BE0003677,UDP-glucuronosyltransferase 1A3,substrate,,,Humans,UGT1A3,P35503
DB00197,Troglitazone,BE0003544,UDP-glucuronosyltransferase 1A4,substrate,,,Humans,UGT1A4,P22310
DB00197,Troglitazone,BE0004694,UDP-glucuronosyltransferase 1A6,"substrate, inhibitor",unknown,,Humans,UGT1A6,P19224
DB00197,Troglitazone,BE0004695,UDP-glucuronosyltransferase 1A7,substrate,,,Humans,UGT1A7,Q9HAW7
DB00197,Troglitazone,BE0003682,UDP-glucuronosyltransferase 1A8,substrate,,,Humans,UGT1A8,Q9HAW9
DB00197,Troglitazone,BE0003538,UDP-glucuronosyltransferase 1A9,substrate,,,Humans,UGT1A9,O60656
DB00197,Troglitazone,BE0003678,UDP-glucuronosyltransferase 1A10,substrate,,,Humans,UGT1A10,Q9HAW8
DB00197,Troglitazone,BE0003679,UDP-glucuronosyltransferase 2B7,substrate,,,Humans,UGT2B7,P16662
DB00197,Troglitazone,BE0004696,UDP-glucuronosyltransferase 2B15,substrate,,,Humans,UGT2B15,P54855
DB00197,Troglitazone,BE0002638,Cytochrome P450 3A4,inducer,,unknown,Humans,CYP3A4,P08684
DB00197,Troglitazone,BE0003536,Cytochrome P450 2C19,inhibitor,unknown,,Humans,CYP2C19,P33261
DB00197,Troglitazone,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00197,Troglitazone,BE0002887,Cytochrome P450 2C8,"substrate, inhibitor",moderate,,Humans,CYP2C8,P10632
DB00198,Oseltamivir,,Liver carboxylesterase 1,,,,,,
DB00198,Oseltamivir,BE0002705,Liver carboxylesterase 1,substrate,,,Humans,CES1,P23141
DB00199,Erythromycin,,Cytochrome P450 3A4,,,,,,
DB00199,Erythromycin,BE0002362,Cytochrome P450 3A5,"substrate, inhibitor",moderate,,Humans,CYP3A5,P20815
DB00199,Erythromycin,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",moderate,,Humans,CYP3A4,P08684
DB00199,Erythromycin,BE0003612,Cytochrome P450 3A7,"substrate, inhibitor",moderate,,Humans,CYP3A7,P24462
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Cytochrome P450 2E1,,,,,,
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Cytochrome P450 2E1,,,,,,
DB00201,Caffeine,,Cytochrome P450 2C8,,,,,,
DB00201,Caffeine,,Cytochrome P450 2C9,,,,,,
DB00201,Caffeine,,Cytochrome P450 3A4,,,,,,
DB00201,Caffeine,,Cytochrome P450 2C8,,,,,,
DB00201,Caffeine,,Cytochrome P450 2C9,,,,,,
DB00201,Caffeine,,Cytochrome P450 3A4,,,,,,
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Cytochrome P450 2E1,,,,,,
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Cytochrome P450 2A6,,,,,,
DB00201,Caffeine,,Cytochrome P450 1A2,,,,,,
DB00201,Caffeine,,Arylamine N-acetyltransferase 2,,,,,,
DB00201,Caffeine,,Xanthine dehydrogenase/oxidase,,,,,,
DB00201,Caffeine,,Xanthine dehydrogenase/oxidase,,,,,,
DB00201,Caffeine,BE0002433,Cytochrome P450 1A2,"substrate, inhibitor",unknown,,Humans,CYP1A2,P05177
DB00201,Caffeine,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00201,Caffeine,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB00201,Caffeine,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00201,Caffeine,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00201,Caffeine,BE0003543,Cytochrome P450 1A1,inhibitor,unknown,,Humans,CYP1A1,P04798
DB00201,Caffeine,BE0001111,Cytochrome P450 1B1,substrate,,,Humans,CYP1B1,Q16678
DB00201,Caffeine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00202,Succinylcholine,,Cholinesterase,,,,,,
DB00202,Succinylcholine,,Cholinesterase,,,,,,
DB00202,Succinylcholine,,Cholinesterase,,,,,,
DB00202,Succinylcholine,BE0002180,Cholinesterase,substrate,,,Humans,BCHE,P06276
DB00203,Sildenafil,,Cytochrome P450 3A4,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2C9,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2C19,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2D6,,,,,,
DB00203,Sildenafil,,Cytochrome P450 3A4,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2C19,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2D6,,,,,,
DB00203,Sildenafil,,Cytochrome P450 2C9,,,,,,
DB00203,Sildenafil,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00203,Sildenafil,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00203,Sildenafil,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB00203,Sildenafil,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor",weak,,Humans,CYP2C9,P11712
DB00203,Sildenafil,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB00203,Sildenafil,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00203,Sildenafil,BE0003533,Cytochrome P450 2E1,"substrate, inhibitor",unknown,,Humans,CYP2E1,P05181
DB00204,Dofetilide,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00205,Pyrimethamine,BE0002887,Cytochrome P450 2C8,inhibitor,weak,,Humans,CYP2C8,P10632
DB00206,Reserpine,BE0002362,Cytochrome P450 3A5,inducer,,unknown,Humans,CYP3A5,P20815
DB00207,Azithromycin,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB00208,Ticlopidine,,Myeloperoxidase,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 3A4,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2C19,,,,,,
DB00208,Ticlopidine,,Myeloperoxidase,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 3A4,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2C19,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2C19,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2D6,,,,,,
DB00208,Ticlopidine,,Myeloperoxidase,,,,,,
DB00208,Ticlopidine,,Myeloperoxidase,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2C19,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 3A4,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 2C19,,,,,,
DB00208,Ticlopidine,,Myeloperoxidase,,,,,,
DB00208,Ticlopidine,,Cytochrome P450 3A4,,,,,,
DB00208,Ticlopidine,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",moderate,,Humans,CYP2C19,P33261
DB00208,Ticlopidine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",unknown,,Humans,CYP2D6,P10635
DB00208,Ticlopidine,BE0001075,Myeloperoxidase,substrate,,,Humans,MPO,P05164
DB00208,Ticlopidine,BE0002793,Cytochrome P450 2C9,inhibitor,weak,,Humans,CYP2C9,P11712
DB00208,Ticlopidine,BE0002887,Cytochrome P450 2C8,inhibitor,weak,,Humans,CYP2C8,P10632
DB00208,Ticlopidine,BE0002433,Cytochrome P450 1A2,inhibitor,unknown,,Humans,CYP1A2,P05177
DB00208,Ticlopidine,BE0003549,Cytochrome P450 2B6,inhibitor,moderate,,Humans,CYP2B6,P20813
DB00208,Ticlopidine,BE0003533,Cytochrome P450 2E1,inhibitor,weak,,Humans,CYP2E1,P05181
DB00209,Trospium,BE0002363,Cytochrome P450 2D6,inhibitor,weak,,Humans,CYP2D6,P10635
DB00211,Midodrine,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00213,Pantoprazole,,Cytochrome P450 2C19,,,,,,
DB00213,Pantoprazole,,Sulfotransferase,,,,,,
DB00213,Pantoprazole,,Cytochrome P450 3A4,,,,,,
DB00213,Pantoprazole,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB00213,Pantoprazole,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00214,Torasemide,,Cytochrome P450 2C8,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C9,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C8,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C9,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C8,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C9,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C8,,,,,,
DB00214,Torasemide,,Cytochrome P450 2C9,,,,,,
DB00214,Torasemide,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00214,Torasemide,BE0002793,Cytochrome P450 2C9,"substrate, inhibitor",unknown,,Humans,CYP2C9,P11712
DB00215,Citalopram,,Cytochrome P450 2C19,,,,,,
DB00215,Citalopram,,Cytochrome P450 3A4,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB00215,Citalopram,,Cytochrome P450 2D6,,,,,,
DB00215,Citalopram,,Cytochrome P450 2D6,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB00215,Citalopram,,Aldehyde oxidase,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] A,,,,,,
DB00215,Citalopram,,Amine oxidase [flavin-containing] B,,,,,,
DB00215,Citalopram,,Aldehyde oxidase,,,,,,
DB00215,Citalopram,,Aldehyde oxidase,,,,,,
DB00215,Citalopram,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",weak,,Humans,CYP3A4,P08684
DB00215,Citalopram,BE0003536,Cytochrome P450 2C19,"substrate, inhibitor",weak,,Humans,CYP2C19,P33261
DB00215,Citalopram,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",unknown,,Humans,CYP2D6,P10635
DB00215,Citalopram,BE0002433,Cytochrome P450 1A2,inhibitor,weak,,Humans,CYP1A2,P05177
DB00215,Citalopram,BE0002198,Amine oxidase [flavin-containing] A,substrate,,,Humans,MAOA,P21397
DB00215,Citalopram,BE0002196,Amine oxidase [flavin-containing] B,substrate,,,Humans,MAOB,P27338
DB00215,Citalopram,BE0003539,Aldehyde oxidase,substrate,,,Humans,AOX1,Q06278
DB00216,Eletriptan,,Cytochrome P450 2D6,,,,,,
DB00216,Eletriptan,,Cytochrome P450 3A4,,,,,,
DB00216,Eletriptan,,Cytochrome P450 2C9,,,,,,
DB00216,Eletriptan,,Cytochrome P450 2C19,,,,,,
DB00216,Eletriptan,,Prostaglandin G/H synthase 1,,,,,,
DB00216,Eletriptan,BE0002363,Cytochrome P450 2D6,substrate,,,Humans,CYP2D6,P10635
DB00216,Eletriptan,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00216,Eletriptan,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00216,Eletriptan,BE0003336,Cytochrome P450 2A6,inducer,,unknown,Humans,CYP2A6,P11509
DB00216,Eletriptan,BE0000017,Prostaglandin G/H synthase 1,substrate,,,Humans,PTGS1,P23219
DB00216,Eletriptan,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00218,Moxifloxacin,BE0002433,Cytochrome P450 1A2,inhibitor,moderate,,Humans,CYP1A2,P05177
DB00220,Nelfinavir,,Cytochrome P450 2C19,,,,,,
DB00220,Nelfinavir,,Cytochrome P450 3A4,,,,,,
DB00220,Nelfinavir,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",strong,,Humans,CYP3A4,P08684
DB00220,Nelfinavir,BE0003612,Cytochrome P450 3A7,inhibitor,strong,,Humans,CYP3A7,P24462
DB00220,Nelfinavir,BE0002362,Cytochrome P450 3A5,"substrate, inhibitor",strong,,Humans,CYP3A5,P20815
DB00220,Nelfinavir,BE0003549,Cytochrome P450 2B6,inhibitor,unknown,,Humans,CYP2B6,P20813
DB00220,Nelfinavir,BE0003536,Cytochrome P450 2C19,"substrate, inducer",,unknown,Humans,CYP2C19,P33261
DB00220,Nelfinavir,BE0003541,UDP-glucuronosyltransferase 1A1,inducer,,unknown,Humans,UGT1A1,P22309
DB00220,Nelfinavir,BE0002793,Cytochrome P450 2C9,inducer,,unknown,Humans,CYP2C9,P11712
DB00220,Nelfinavir,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB00222,Glimepiride,,Cytochrome P450 2C9,,,,,,
DB00222,Glimepiride,,Aldo-keto reductase family 1 member A1,,,,,,
DB00222,Glimepiride,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00224,Indinavir,,Cytochrome P450 3A4,,,,,,
DB00224,Indinavir,BE0002363,Cytochrome P450 2D6,inhibitor,unknown,,Humans,CYP2D6,P10635
DB00224,Indinavir,BE0003541,UDP-glucuronosyltransferase 1A1,inhibitor,unknown,,Humans,UGT1A1,P22309
DB00224,Indinavir,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",strong,,Humans,CYP3A4,P08684
DB00224,Indinavir,BE0002362,Cytochrome P450 3A5,"substrate, inhibitor",weak,,Humans,CYP3A5,P20815
DB00224,Indinavir,BE0003612,Cytochrome P450 3A7,inhibitor,weak,,Humans,CYP3A7,P24462
DB00227,Lovastatin,,Cytochrome P450 3A4,,,,,,
DB00227,Lovastatin,,Cytochrome P450 3A4,,,,,,
DB00227,Lovastatin,,Cytochrome P450 3A4,,,,,,
DB00227,Lovastatin,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00227,Lovastatin,BE0003562,Serum paraoxonase/lactonase 3,substrate,,,Humans,PON3,Q15166
DB00227,Lovastatin,BE0002887,Cytochrome P450 2C8,substrate,,,Humans,CYP2C8,P10632
DB00227,Lovastatin,BE0003541,UDP-glucuronosyltransferase 1A1,substrate,,,Humans,UGT1A1,P22309
DB00227,Lovastatin,BE0003677,UDP-glucuronosyltransferase 1A3,substrate,,,Humans,UGT1A3,P35503
DB00227,Lovastatin,BE0003679,UDP-glucuronosyltransferase 2B7,substrate,,,Humans,UGT2B7,P16662
DB00227,Lovastatin,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00228,Enflurane,,Cytochrome P450 2E1,,,,,,
DB00228,Enflurane,BE0003533,Cytochrome P450 2E1,substrate,,,Humans,CYP2E1,P05181
DB00231,Temazepam,,Cytochrome P450 3A4,,,,,,
DB00231,Temazepam,,Cytochrome P450 2C19,,,,,,
DB00231,Temazepam,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00231,Temazepam,BE0003549,Cytochrome P450 2B6,substrate,,,Humans,CYP2B6,P20813
DB00231,Temazepam,BE0002793,Cytochrome P450 2C9,substrate,,,Humans,CYP2C9,P11712
DB00233,Aminosalicylic acid,BE0001075,Myeloperoxidase,inhibitor,unknown,,Humans,MPO,P05164
DB00234,Reboxetine,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",unknown,,Humans,CYP3A4,P08684
DB00234,Reboxetine,BE0002363,Cytochrome P450 2D6,inhibitor,weak,,Humans,CYP2D6,P10635
DB00238,Nevirapine,,Cytochrome P450 2C9,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2D6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A5,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A5,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2D6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2B6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2B6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2D6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2B6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2B6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 3A4,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2D6,,,,,,
DB00238,Nevirapine,,Cytochrome P450 2C9,,,,,,
DB00238,Nevirapine,,"Aldehyde dehydrogenase, mitochondrial",,,,,,
DB00238,Nevirapine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",weak,,Humans,CYP2D6,P10635
DB00238,Nevirapine,BE0002433,Cytochrome P450 1A2,inhibitor,weak,,Humans,CYP1A2,P05177
DB00238,Nevirapine,BE0003612,Cytochrome P450 3A7,substrate,,,Humans,CYP3A7,P24462
DB00238,Nevirapine,BE0002638,Cytochrome P450 3A4,"substrate, inducer",,weak,Humans,CYP3A4,P08684
DB00238,Nevirapine,BE0003549,Cytochrome P450 2B6,"substrate, inducer",,strong,Humans,CYP2B6,P20813
DB00238,Nevirapine,BE0002362,Cytochrome P450 3A5,substrate,,,Humans,CYP3A5,P20815
DB00238,Nevirapine,BE0002793,Cytochrome P450 2C9,inducer,,unknown,Humans,CYP2C9,P11712
DB00238,Nevirapine,BE0003336,Cytochrome P450 2A6,substrate,,,Humans,CYP2A6,P11509
DB00239,Oxiconazole,BE0002638,Cytochrome P450 3A4,inducer,,unknown,Humans,CYP3A4,P08684
DB00239,Oxiconazole,BE0003536,Cytochrome P450 2C19,substrate,,,Humans,CYP2C19,P33261
DB00240,Alclometasone,BE0002638,Cytochrome P450 3A4,substrate,,,Humans,CYP3A4,P08684
DB00242,Cladribine,,Deoxycytidine kinase,,,,,,
DB00242,Cladribine,,"Deoxyguanosine kinase, mitochondrial",,,,,,
DB00242,Cladribine,BE0002804,Deoxycytidine kinase,substrate,,,Humans,DCK,P27707
DB00242,Cladribine,BE0003589,"Deoxyguanosine kinase, mitochondrial",substrate,,,Humans,DGUOK,Q16854
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,,Cytochrome P450 3A4,,,,,,
DB00243,Ranolazine,,Cytochrome P450 2D6,,,,,,
DB00243,Ranolazine,BE0002638,Cytochrome P450 3A4,"substrate, inhibitor",weak,,Humans,CYP3A4,P08684
DB00243,Ranolazine,BE0002363,Cytochrome P450 2D6,"substrate, inhibitor",weak,,Humans,CYP2D6,P10635
